Paket_id,Vikt,Förtjänst,Deadline
2241340740,3.4,8,-2
2241340741,4.4,1,4
2241340746,9.2,7,-3
2241340752,8.2,2,7
2241340757,4.5,1,4
2241340760,11.3,6,7
2241340766,1.1,2,9
2241340770,2.1,6,0
2241340773,6.6,5,9
2241340774,7.6,5,4
2241340775,8.5,7,6
2241340781,3.1,9,2
2241340783,10.2,6,1
2241340789,1.3,9,6
2241340792,1.0,2,3
2241340796,4.3,5,0
2241340800,0.1,5,1
2241340803,8.1,4,7
2241340807,10.4,7,5
2241340811,11.9,1,-2
2241340817,9.6,4,3
2241340822,0.4,3,1
2241340824,9.6,2,9
2241340830,1.0,4,4
2241340836,5.4,9,-3
2241340838,11.6,6,8
2241340844,10.6,9,2
2241340845,6.5,7,5
2241340848,11.4,8,1
2241340853,4.0,8,8
2241340854,7.9,8,-4
2241340858,7.9,6,4
2241340863,5.6,7,6
2241340864,4.0,6,3
2241340865,0.3,5,6
2241340867,9.2,7,-5
2241340869,2.6,5,2
2241340871,4.9,2,3
2241340873,6.8,3,-1
2241340878,7.7,5,8
2241340881,1.5,6,3
2241340886,2.9,4,4
2241340887,3.3,6,6
2241340891,2.7,3,4
2241340893,1.9,6,3
2241340894,8.1,5,8
2241340900,0.9,1,9
2241340902,11.7,7,-4
2241340903,2.6,3,3
2241340905,2.1,6,4
2241340910,6.6,6,6
2241340914,2.4,2,-5
2241340915,0.8,3,3
2241340917,10.7,5,-1
2241340921,2.8,6,1
2241340925,0.1,8,0
2241340927,1.4,9,-5
2241340933,6.8,4,1
2241340937,10.8,4,3
2241340940,1.1,5,7
2241340944,3.7,3,9
2241340949,10.9,7,8
2241340954,10.8,4,8
2241340957,3.4,1,5
2241340962,5.5,4,-2
2241340965,1.9,5,5
2241340970,0.6,5,2
2241340972,10.0,8,6
2241340975,8.3,1,5
2241340977,2.0,3,9
2241340982,4.6,1,0
2241340986,4.5,5,2
2241340990,9.0,4,3
2241340994,3.7,4,4
2241340997,3.1,3,0
2241341002,2.2,4,8
2241341004,6.2,3,2
2241341009,7.3,2,9
2241341011,5.6,7,-1
2241341012,0.4,4,6
2241341018,1.4,7,5
2241341019,0.6,8,5
2241341020,11.4,4,8
2241341025,0.8,3,2
2241341031,7.4,4,3
2241341034,2.1,4,4
2241341035,1.8,9,4
2241341036,8.8,4,4
2241341041,3.1,1,7
2241341044,9.6,4,1
2241341050,10.5,3,0
2241341056,0.2,8,4
2241341059,10.5,6,2
2241341065,0.6,4,4
2241341067,0.2,6,7
2241341071,1.7,6,2
2241341074,6.4,4,1
2241341076,8.4,2,8
2241341081,3.3,4,1
2241341083,10.9,6,8
2241341089,0.5,2,4
2241341092,11.4,5,3
2241341096,2.7,9,9
2241341098,5.5,5,5
2241341100,1.5,5,5
2241341102,2.2,4,4
2241341106,3.3,5,6
2241341109,7.3,7,3
2241341111,6.4,2,3
2241341112,5.3,5,7
2241341114,10.1,1,6
2241341115,7.6,3,8
2241341119,2.3,4,8
2241341122,0.8,3,0
2241341127,11.2,1,1
2241341131,9.6,4,1
2241341135,5.2,8,1
2241341137,6.2,3,5
2241341143,2.7,1,2
2241341148,11.6,1,-1
2241341151,2.7,5,1
2241341152,0.5,6,3
2241341153,0.6,2,2
2241341159,5.2,2,8
2241341164,1.6,1,6
2241341168,4.2,9,-3
2241341169,11.2,2,6
2241341172,1.6,3,2
2241341177,10.9,2,7
2241341182,3.3,3,8
2241341187,10.9,6,-2
2241341192,11.2,4,1
2241341193,4.2,9,4
2241341199,3.9,7,9
2241341200,7.6,1,0
2241341202,11.7,8,3
2241341205,5.7,6,3
2241341211,11.3,2,3
2241341215,0.8,4,5
2241341219,6.5,2,-3
2241341224,1.5,9,2
2241341230,4.2,6,9
2241341234,1.9,3,7
2241341237,0.5,9,1
2241341238,9.3,8,3
2241341241,9.6,4,1
2241341246,7.0,4,9
2241341251,0.8,6,2
2241341253,1.0,6,2
2241341256,2.0,5,9
2241341262,2.2,3,9
2241341265,4.8,3,5
2241341270,4.8,7,7
2241341276,2.8,3,5
2241341278,7.7,7,4
2241341279,8.9,3,3
2241341283,2.4,7,6
2241341285,0.7,4,2
2241341291,10.8,3,8
2241341293,7.4,6,1
2241341295,1.3,6,5
2241341300,0.1,4,-4
2241341305,1.3,3,0
2241341307,3.2,9,6
2241341309,11.6,6,2
2241341314,3.7,7,8
2241341319,3.0,9,6
2241341320,6.6,9,5
2241341323,2.3,5,8
2241341326,6.9,7,5
2241341328,2.7,6,6
2241341334,10.4,9,2
2241341340,6.5,2,8
2241341345,1.1,1,1
2241341349,1.3,4,9
2241341351,9.4,8,-5
2241341353,6.8,1,1
2241341357,8.1,9,3
2241341363,4.6,3,-3
2241341364,8.5,9,-5
2241341365,2.0,4,7
2241341369,9.3,7,8
2241341374,8.7,5,3
2241341378,2.6,5,9
2241341383,1.1,6,-4
2241341389,7.6,3,1
2241341391,1.4,6,3
2241341394,0.1,4,4
2241341396,2.5,5,-2
2241341399,2.8,5,6
2241341405,4.9,6,6
2241341410,1.0,6,4
2241341415,10.2,2,8
2241341416,3.7,4,4
2241341420,8.3,4,5
2241341421,2.2,5,0
2241341422,2.9,5,2
2241341425,4.2,9,5
2241341431,1.6,6,9
2241341437,6.9,5,7
2241341439,5.5,3,5
2241341441,1.6,4,0
2241341443,10.0,8,4
2241341449,5.6,8,1
2241341453,3.7,1,7
2241341456,10.2,6,8
2241341457,5.8,5,8
2241341462,3.5,7,9
2241341467,0.3,8,1
2241341469,0.8,4,0
2241341474,9.5,3,0
2241341475,0.3,3,3
2241341476,11.1,4,-5
2241341481,11.9,3,5
2241341487,1.7,8,1
2241341492,9.6,2,9
2241341496,10.4,7,5
2241341497,8.0,7,4
2241341498,9.3,9,3
2241341500,2.1,5,7
2241341502,2.1,7,8
2241341504,1.1,5,8
2241341506,2.9,6,5
2241341510,0.7,6,7
2241341516,0.6,1,6
2241341520,7.8,1,3
2241341522,7.4,8,0
2241341525,1.4,3,-2
2241341528,1.7,6,7
2241341531,1.1,4,9
2241341536,2.7,3,0
2241341542,2.3,5,1
2241341545,2.6,3,6
2241341548,1.5,5,8
2241341551,10.3,4,4
2241341557,1.5,4,2
2241341559,1.0,5,0
2241341563,0.5,5,3
2241341569,7.9,5,6
2241341575,3.5,5,0
2241341577,7.8,1,7
2241341582,11.4,7,2
2241341587,2.7,6,0
2241341593,5.2,9,9
2241341595,10.2,4,9
2241341597,6.2,1,8
2241341600,2.6,3,8
2241341602,11.6,1,5
2241341604,7.2,9,5
2241341607,11.8,1,3
2241341608,8.7,2,9
2241341611,1.1,2,3
2241341615,0.8,4,6
2241341619,2.3,6,4
2241341620,10.8,9,5
2241341626,10.3,3,5
2241341629,7.6,4,6
2241341630,8.9,8,6
2241341634,9.2,8,6
2241341638,6.9,9,0
2241341641,8.0,3,6
2241341642,10.9,2,7
2241341647,2.6,6,2
2241341653,0.3,3,3
2241341659,5.6,5,-3
2241341665,2.5,9,2
2241341669,2.9,3,6
2241341673,7.0,4,7
2241341675,11.8,7,4
2241341681,7.5,1,4
2241341687,7.0,7,6
2241341691,2.3,4,2
2241341696,7.5,3,1
2241341699,11.5,1,5
2241341705,1.7,7,1
2241341710,4.8,6,4
2241341713,7.4,7,8
2241341716,4.3,4,0
2241341717,10.5,7,2
2241341718,9.1,4,1
2241341721,0.2,1,-1
2241341722,11.2,9,2
2241341728,7.5,3,5
2241341731,5.8,4,-1
2241341737,2.9,4,6
2241341741,2.0,6,1
2241341742,11.9,2,7
2241341745,7.7,4,7
2241341751,1.9,5,0
2241341755,5.4,1,-1
2241341758,5.7,6,8
2241341761,10.8,7,4
2241341763,2.2,5,1
2241341765,2.0,8,8
2241341769,8.1,5,5
2241341775,0.4,6,7
2241341776,11.0,5,9
2241341780,5.8,1,9
2241341783,9.4,6,-1
2241341784,8.1,4,-1
2241341787,7.0,6,-3
2241341788,0.4,5,1
2241341794,0.8,6,0
2241341800,7.8,8,8
2241341804,0.2,8,5
2241341809,0.5,6,6
2241341811,7.8,4,2
2241341812,10.8,9,6
2241341816,6.4,3,5
2241341822,9.1,2,7
2241341825,5.0,1,9
2241341827,2.7,2,1
2241341829,4.0,8,5
2241341830,10.8,4,4
2241341832,1.9,5,9
2241341836,11.1,6,7
2241341837,3.3,5,9
2241341841,9.8,7,9
2241341844,11.3,8,0
2241341848,2.7,1,-5
2241341851,0.9,6,0
2241341855,2.7,5,7
2241341861,0.6,3,1
2241341865,8.0,5,9
2241341867,5.4,3,3
2241341871,10.2,2,3
2241341876,10.1,4,-4
2241341878,2.1,5,5
2241341881,7.0,9,7
2241341882,9.8,1,0
2241341886,11.1,6,4
2241341892,5.0,7,9
2241341894,2.5,8,-4
2241341900,7.1,9,-4
2241341901,9.5,5,-5
2241341907,2.3,6,0
2241341910,10.9,2,3
2241341912,0.4,4,6
2241341918,1.1,6,9
2241341919,0.9,6,1
2241341922,3.0,6,4
2241341925,7.8,7,5
2241341926,7.4,2,4
2241341930,0.7,6,8
2241341934,3.2,1,1
2241341940,8.8,8,6
2241341941,0.7,5,6
2241341944,5.7,1,4
2241341950,0.2,4,6
2241341952,4.9,2,4
2241341955,5.0,9,-4
2241341961,8.5,3,5
2241341965,1.7,2,9
2241341967,2.3,4,8
2241341968,3.8,1,1
2241341974,0.3,5,6
2241341977,9.4,4,5
2241341981,4.9,1,0
2241341983,0.1,4,3
2241341986,7.9,5,6
2241341991,1.8,4,5
2241341994,3.6,7,8
2241342000,2.8,1,0
2241342004,2.0,3,2
2241342007,6.7,2,0
2241342008,9.3,6,-2
2241342012,4.0,9,5
2241342014,6.6,2,3
2241342018,6.6,4,6
2241342020,0.6,6,5
2241342026,2.9,2,4
2241342030,11.6,7,2
2241342031,9.7,3,4
2241342037,2.6,5,9
2241342038,5.4,5,2
2241342041,0.5,8,0
2241342046,5.5,1,0
2241342050,0.9,5,-1
2241342056,2.0,7,6
2241342062,2.4,5,2
2241342066,1.4,7,9
2241342071,1.8,5,3
2241342074,4.9,8,7
2241342079,10.2,2,7
2241342080,11.1,5,5
2241342084,3.7,1,0
2241342087,1.9,4,4
2241342091,9.7,4,7
2241342096,8.5,8,1
2241342099,7.5,1,-1
2241342104,11.3,7,-2
2241342108,10.5,4,1
2241342110,2.7,3,6
2241342111,3.6,4,5
2241342117,2.4,5,8
2241342123,2.9,1,-4
2241342126,1.9,4,4
2241342127,1.3,6,0
2241342130,5.2,3,7
2241342135,11.8,3,5
2241342141,1.6,4,7
2241342143,2.5,4,6
2241342145,2.4,3,2
2241342146,7.2,2,4
2241342149,3.0,4,3
2241342151,8.0,4,4
2241342157,10.9,1,1
2241342160,10.9,1,6
2241342161,11.9,2,2
2241342166,5.3,3,9
2241342170,9.3,8,8
2241342174,9.8,6,5
2241342178,11.7,6,7
2241342183,7.2,3,9
2241342184,5.0,1,3
2241342190,9.7,3,9
2241342196,10.0,3,0
2241342201,0.2,6,6
2241342206,4.9,5,7
2241342212,1.8,5,6
2241342216,4.4,5,7
2241342218,10.4,5,4
2241342223,3.0,6,1
2241342228,1.2,6,0
2241342231,7.8,6,1
2241342232,0.7,6,5
2241342238,9.2,4,9
2241342239,4.5,6,8
2241342245,7.8,6,3
2241342247,10.7,1,1
2241342248,10.7,3,0
2241342253,0.2,3,8
2241342258,1.4,5,-2
2241342260,5.4,3,6
2241342262,1.2,4,0
2241342263,4.9,6,9
2241342267,9.1,9,1
2241342273,7.8,6,3
2241342277,6.6,3,7
2241342281,7.8,6,3
2241342284,1.7,4,2
2241342290,2.5,7,1
2241342294,2.0,6,2
2241342300,3.4,1,-2
2241342301,0.2,6,-1
2241342305,5.5,4,8
2241342308,5.8,7,-1
2241342312,0.6,6,8
2241342317,3.8,8,4
2241342321,1.7,4,6
2241342327,1.8,1,4
2241342328,8.6,8,1
2241342329,10.2,4,3
2241342330,4.5,3,4
2241342335,1.5,4,7
2241342337,4.8,3,2
2241342342,1.7,4,8
2241342347,1.9,8,0
2241342350,11.4,3,-1
2241342351,0.3,4,-1
2241342357,3.6,6,-4
2241342362,10.6,7,9
2241342366,2.9,6,7
2241342371,8.6,3,7
2241342376,1.4,3,6
2241342377,10.3,5,-2
2241342378,4.6,6,8
2241342379,3.3,8,8
2241342382,2.1,5,6
2241342385,0.7,4,6
2241342387,2.7,9,1
2241342391,10.1,2,0
2241342394,4.5,3,2
2241342397,11.1,8,0
2241342399,10.3,5,5
2241342400,4.3,7,7
2241342404,11.3,9,2
2241342408,9.2,2,6
2241342413,10.8,9,0
2241342419,10.0,7,8
2241342422,7.1,6,7
2241342427,11.2,1,1
2241342428,0.6,3,0
2241342430,3.0,1,8
2241342435,0.3,3,3
2241342440,5.2,2,0
2241342443,9.9,9,5
2241342445,9.7,5,6
2241342446,5.9,2,1
2241342451,10.8,6,5
2241342457,9.0,5,7
2241342461,1.3,9,3
2241342464,4.3,7,2
2241342470,10.5,2,9
2241342476,2.2,5,8
2241342481,2.6,3,5
2241342486,11.6,7,0
2241342492,5.8,9,3
2241342497,5.0,7,2
2241342500,10.6,7,3
2241342503,7.9,4,6
2241342509,1.0,9,-5
2241342511,2.4,6,9
2241342513,1.7,5,7
2241342518,0.3,3,5
2241342523,3.8,6,-3
2241342526,7.1,9,7
2241342529,10.0,5,9
2241342532,8.4,3,1
2241342537,2.0,4,1
2241342538,4.8,4,0
2241342541,5.3,6,4
2241342542,5.8,4,6
2241342547,1.2,9,3
2241342551,0.1,3,4
2241342555,2.5,5,5
2241342559,0.4,5,9
2241342563,8.1,1,4
2241342566,2.3,5,2
2241342568,3.2,2,-5
2241342572,11.8,4,2
2241342575,3.8,8,5
2241342578,1.8,6,6
2241342581,1.2,8,4
2241342586,9.2,5,9
2241342589,11.5,8,-2
2241342595,10.4,3,7
2241342596,0.9,6,3
2241342601,8.6,4,-4
2241342606,10.4,1,2
2241342607,0.5,5,9
2241342610,2.8,9,4
2241342612,11.0,7,4
2241342618,1.3,4,7
2241342622,0.8,3,4
2241342626,9.4,3,1
2241342627,2.5,9,3
2241342631,6.3,6,5
2241342637,7.0,1,7
2241342641,7.0,1,3
2241342645,11.8,4,6
2241342647,1.7,5,9
2241342651,2.8,2,0
2241342654,0.5,5,6
2241342658,7.9,4,9
2241342663,5.8,3,9
2241342667,0.8,3,6
2241342669,1.1,5,8
2241342674,1.3,5,5
2241342677,5.0,2,7
2241342678,1.1,5,1
2241342683,6.5,2,1
2241342689,4.2,4,4
2241342695,0.8,6,6
2241342698,3.6,2,3
2241342699,3.1,9,-3
2241342702,5.7,1,3
2241342707,0.3,7,9
2241342712,11.3,9,1
2241342714,2.0,3,6
2241342715,2.8,8,8
2241342721,11.1,8,5
2241342727,0.9,3,8
2241342731,10.0,9,-1
2241342735,11.0,8,2
2241342739,1.9,2,1
2241342740,9.1,9,8
2241342745,3.3,3,-5
2241342751,9.7,6,3
2241342755,0.4,8,5
2241342756,5.5,9,2
2241342762,2.1,7,2
2241342763,5.9,5,5
2241342765,5.6,4,1
2241342769,5.8,6,2
2241342770,5.0,2,2
2241342771,1.9,4,9
2241342777,2.8,4,1
2241342782,0.3,3,5
2241342785,11.1,6,6
2241342786,9.7,6,8
2241342790,7.0,8,5
2241342791,11.4,8,4
2241342794,3.4,5,0
2241342796,10.3,5,5
2241342802,4.7,4,9
2241342806,7.9,1,1
2241342807,0.4,3,8
2241342810,3.0,9,-5
2241342811,7.1,8,5
2241342817,0.9,1,1
2241342821,8.3,7,4
2241342822,1.4,3,6
2241342823,0.6,4,0
2241342827,9.9,5,4
2241342832,3.3,4,-3
2241342838,4.3,5,7
2241342842,5.9,6,3
2241342848,2.1,5,4
2241342854,0.7,5,-2
2241342857,7.3,9,4
2241342862,2.0,3,8
2241342868,3.0,2,2
2241342872,7.1,5,2
2241342875,10.8,4,2
2241342879,2.8,8,9
2241342884,7.4,7,8
2241342890,10.4,5,9
2241342895,1.0,5,-5
2241342897,0.2,5,1
2241342902,10.6,3,5
2241342906,2.1,5,3
2241342910,4.0,8,6
2241342916,2.5,6,-5
2241342918,7.8,1,0
2241342919,3.6,2,0
2241342924,2.0,8,6
2241342925,0.6,6,9
2241342926,1.8,2,-4
2241342931,9.6,4,9
2241342934,11.6,4,6
2241342937,2.3,3,7
2241342938,4.5,7,3
2241342940,11.0,4,-1
2241342945,5.3,5,1
2241342951,0.7,6,7
2241342954,9.9,9,4
2241342960,11.5,4,6
2241342966,1.7,5,8
2241342970,10.2,9,4
2241342972,6.7,9,1
2241342977,7.9,2,0
2241342982,2.6,3,-4
2241342987,0.1,5,4
2241342993,1.9,5,7
2241342996,3.7,1,2
2241343000,3.2,2,3
2241343001,3.4,4,0
2241343006,8.8,5,6
2241343012,3.6,1,-4
2241343013,1.3,4,4
2241343014,0.3,3,5
2241343016,3.9,7,8
2241343017,0.7,5,0
2241343023,0.2,3,6
2241343026,4.0,1,8
2241343029,4.4,1,1
2241343035,1.7,4,2
2241343038,5.4,6,7
2241343039,10.3,8,8
2241343042,2.8,6,7
2241343044,0.6,5,9
2241343048,8.6,7,-5
2241343049,1.8,2,4
2241343053,7.0,3,6
2241343058,2.0,6,1
2241343062,1.1,6,0
2241343063,10.7,2,-5
2241343068,1.7,5,9
2241343070,1.5,9,-1
2241343075,8.3,8,9
2241343081,4.2,5,6
2241343085,8.4,9,2
2241343089,7.5,8,1
2241343094,2.3,6,2
2241343095,2.5,3,9
2241343099,6.1,3,7
2241343103,0.7,6,3
2241343108,11.3,2,4
2241343113,11.1,4,1
2241343115,8.2,1,0
2241343116,6.0,1,8
2241343120,7.9,3,1
2241343126,3.8,7,1
2241343130,0.1,1,1
2241343132,10.9,7,2
2241343137,0.9,3,5
2241343142,0.3,2,8
2241343146,3.6,9,2
2241343147,0.7,6,5
2241343150,11.5,7,9
2241343156,1.1,4,5
2241343157,1.0,4,8
2241343162,0.5,1,1
2241343165,3.6,2,4
2241343169,8.4,5,6
2241343174,2.1,4,2
2241343178,1.9,6,0
2241343179,7.3,7,4
2241343183,0.3,3,1
2241343186,4.0,7,8
2241343190,5.1,3,6
2241343192,11.0,8,6
2241343195,9.3,2,4
2241343197,8.7,4,6
2241343203,6.9,5,3
2241343209,9.0,7,2
2241343213,0.6,5,4
2241343214,0.4,8,9
2241343215,9.8,5,5
2241343221,10.1,1,8
2241343227,1.9,3,1
2241343233,0.8,4,4
2241343239,6.7,5,7
2241343241,11.2,2,7
2241343246,6.5,5,7
2241343252,4.8,2,8
2241343256,5.5,5,2
2241343258,8.2,6,3
2241343260,2.5,5,4
2241343263,4.7,7,6
2241343264,8.8,8,9
2241343267,10.3,7,6
2241343272,1.1,7,4
2241343278,4.7,3,5
2241343283,1.6,3,6
2241343288,2.1,6,4
2241343293,9.9,7,-3
2241343296,0.8,6,1
2241343297,11.7,8,-1
2241343299,9.7,3,2
2241343302,2.9,1,7
2241343303,8.1,8,0
2241343309,1.8,6,7
2241343314,11.3,6,5
2241343315,5.2,5,5
2241343317,0.9,6,7
2241343319,5.1,6,6
2241343324,1.7,8,-3
2241343325,0.9,3,5
2241343327,3.9,6,6
2241343332,1.1,4,9
2241343334,3.3,8,6
2241343340,4.6,2,7
2241343344,5.0,7,5
2241343345,6.9,7,1
2241343350,5.7,1,5
2241343353,11.8,9,3
2241343355,0.6,4,3
2241343356,10.1,9,1
2241343359,4.4,8,1
2241343362,8.0,2,4
2241343365,5.5,8,8
2241343370,0.6,6,6
2241343371,0.9,4,4
2241343376,1.7,5,8
2241343381,2.3,1,4
2241343385,11.1,9,9
2241343389,3.1,6,5
2241343393,5.7,6,7
2241343396,11.7,7,0
2241343402,6.7,6,6
2241343403,0.1,9,5
2241343404,4.5,3,3
2241343405,5.1,7,8
2241343409,1.4,6,9
2241343413,1.1,4,4
2241343417,10.2,5,2
2241343418,7.6,9,0
2241343424,1.6,1,7
2241343428,0.8,8,2
2241343430,1.6,6,6
2241343432,8.6,6,2
2241343433,10.1,1,4
2241343436,4.9,6,9
2241343442,2.0,4,4
2241343446,10.3,5,9
2241343447,11.0,2,-5
2241343453,5.8,5,4
2241343457,7.3,4,9
2241343461,2.2,4,7
2241343465,0.2,6,3
2241343470,3.0,2,5
2241343476,8.4,6,8
2241343479,1.7,6,0
2241343485,1.9,4,-4
2241343488,7.8,3,5
2241343489,3.5,9,1
2241343495,1.6,6,9
2241343497,5.7,3,2
2241343501,10.9,2,9
2241343504,1.7,3,5
2241343505,1.7,2,2
2241343507,1.5,1,0
2241343511,0.1,1,0
2241343517,7.2,4,6
2241343523,3.5,8,1
2241343525,7.7,4,5
2241343527,5.6,5,8
2241343532,7.3,5,2
2241343537,7.6,2,4
2241343542,5.0,2,4
2241343545,4.9,5,1
2241343547,8.5,8,9
2241343550,7.0,1,1
2241343554,9.9,2,9
2241343556,1.2,4,3
2241343557,7.5,1,0
2241343561,9.2,7,-4
2241343565,7.2,8,6
2241343571,8.6,8,4
2241343574,3.3,5,7
2241343575,9.7,5,6
2241343576,1.1,6,9
2241343580,10.3,5,9
2241343585,3.9,9,0
2241343590,9.1,8,3
2241343593,0.5,3,9
2241343599,7.8,3,2
2241343602,1.1,4,9
2241343608,8.3,3,8
2241343613,7.9,5,5
2241343615,1.3,2,0
2241343617,2.6,3,5
2241343619,5.8,9,0
2241343625,0.8,4,5
2241343627,11.5,3,-2
2241343630,5.8,2,-5
2241343636,4.8,2,5
2241343637,9.5,1,7
2241343642,10.3,9,-4
2241343643,5.9,1,-1
2241343649,4.6,7,0
2241343651,8.2,4,7
2241343655,1.6,1,2
2241343659,7.5,2,6
2241343661,0.8,2,5
2241343662,2.5,3,4
2241343668,0.5,3,7
2241343671,1.7,5,8
2241343674,2.3,4,8
2241343677,1.8,4,0
2241343682,7.9,3,1
2241343684,11.6,9,7
2241343686,10.9,6,5
2241343688,7.9,7,8
2241343691,2.6,4,2
2241343695,3.0,6,2
2241343701,1.6,1,3
2241343705,1.7,9,1
2241343707,9.9,7,8
2241343710,3.6,9,-4
2241343712,0.7,8,6
2241343718,11.2,5,8
2241343720,8.7,1,2
2241343725,2.0,5,3
2241343731,10.1,2,3
2241343732,0.4,1,7
2241343738,10.0,7,8
2241343741,4.6,6,2
2241343743,9.3,7,3
2241343746,1.1,1,0
2241343749,2.8,6,3
2241343753,2.0,6,8
2241343758,9.2,8,4
2241343764,6.2,9,8
2241343767,2.8,5,7
2241343772,5.8,6,6
2241343775,0.2,3,3
2241343781,9.3,2,0
2241343783,1.9,3,2
2241343784,0.4,6,4
2241343787,7.3,6,-3
2241343792,2.3,5,7
2241343795,11.1,3,-3
2241343796,0.4,3,0
2241343799,1.2,5,6
2241343805,8.2,9,7
2241343808,1.7,6,6
2241343811,0.4,4,1
2241343813,1.6,4,3
2241343814,1.0,5,-4
2241343818,1.6,7,4
2241343819,11.8,4,2
2241343825,0.8,3,0
2241343829,9.8,8,8
2241343833,9.8,9,8
2241343837,11.9,7,7
2241343840,9.7,5,3
2241343846,5.3,5,5
2241343852,3.4,7,8
2241343855,1.5,6,9
2241343858,11.5,6,0
2241343860,4.3,4,-3
2241343864,7.8,6,2
2241343866,4.1,4,2
2241343872,4.7,2,4
2241343876,3.6,2,8
2241343877,5.1,1,3
2241343878,2.7,4,4
2241343880,7.2,6,2
2241343882,8.3,6,2
2241343887,4.4,5,7
2241343890,7.5,2,2
2241343894,9.2,3,1
2241343900,8.7,3,9
2241343904,8.4,6,9
2241343908,1.1,2,9
2241343914,5.0,2,2
2241343915,6.6,9,4
2241343921,8.1,7,4
2241343925,5.2,1,2
2241343928,4.4,7,8
2241343929,4.5,4,2
2241343931,1.8,4,3
2241343932,5.7,2,5
2241343933,2.0,8,9
2241343938,6.3,8,0
2241343941,2.7,4,0
2241343944,1.7,9,1
2241343945,7.4,6,1
2241343947,2.6,8,3
2241343948,7.4,3,-1
2241343950,5.3,1,2
2241343952,2.4,2,1
2241343957,2.1,4,1
2241343960,7.1,6,3
2241343964,0.7,2,2
2241343966,9.1,6,8
2241343971,7.2,2,-5
2241343976,4.4,4,3
2241343979,8.2,4,-2
2241343981,3.2,7,5
2241343987,1.6,1,-4
2241343993,2.7,9,1
2241343998,7.9,1,5
2241344002,4.3,5,-1
2241344004,1.0,6,2
2241344005,2.0,6,7
2241344009,0.9,5,8
2241344010,11.8,9,0
2241344016,2.5,3,4
2241344018,8.6,8,5
2241344024,9.6,7,8
2241344030,10.9,2,4
2241344034,1.4,2,3
2241344038,6.1,1,4
2241344043,0.2,3,2
2241344045,8.4,5,7
2241344049,10.3,5,-5
2241344051,3.6,4,3
2241344054,0.7,5,0
2241344060,7.5,7,6
2241344063,2.7,3,0
2241344069,2.5,5,5
2241344074,1.3,5,7
2241344079,0.7,6,0
2241344081,1.4,7,5
2241344084,2.5,4,1
2241344087,2.2,3,0
2241344090,9.8,4,8
2241344093,6.7,8,7
2241344098,1.5,4,9
2241344103,1.1,6,2
2241344104,0.2,8,4
2241344109,5.2,9,-2
2241344112,3.7,8,-5
2241344117,10.2,1,8
2241344118,11.5,7,1
2241344123,0.5,2,2
2241344129,1.5,3,4
2241344133,0.4,7,6
2241344138,3.1,4,7
2241344140,3.1,8,2
2241344144,0.3,8,4
2241344146,4.8,9,0
2241344151,0.6,8,-2
2241344155,10.0,9,7
2241344161,8.5,9,6
2241344165,0.8,3,1
2241344167,4.0,4,-4
2241344168,5.7,5,6
2241344169,10.4,4,1
2241344173,2.2,5,2
2241344179,5.6,4,5
2241344183,8.5,7,9
2241344186,10.6,3,5
2241344190,10.2,6,6
2241344195,1.3,6,5
2241344196,8.8,6,4
2241344198,0.2,3,3
2241344201,11.4,6,8
2241344205,2.2,3,8
2241344206,7.4,1,4
2241344208,2.9,6,1
2241344212,9.2,2,-5
2241344213,0.3,2,1
2241344218,11.1,6,6
2241344220,1.8,5,1
2241344225,3.0,8,0
2241344226,2.8,9,1
2241344231,1.5,8,4
2241344235,7.4,6,-1
2241344236,9.3,6,4
2241344242,8.6,1,0
2241344243,9.8,4,4
2241344247,1.9,2,1
2241344250,0.4,6,8
2241344255,4.5,7,4
2241344258,2.6,3,4
2241344260,5.8,4,3
2241344261,3.4,3,3
2241344265,0.3,6,4
2241344267,1.1,5,-5
2241344269,6.6,9,-1
2241344270,0.2,5,8
2241344275,3.3,8,8
2241344278,1.8,1,6
2241344283,0.4,7,8
2241344287,4.1,2,7
2241344293,3.8,5,9
2241344295,3.7,8,4
2241344300,0.7,9,7
2241344302,3.4,5,4
2241344306,0.6,5,2
2241344310,0.8,8,9
2241344314,9.6,4,9
2241344318,9.8,1,6
2241344321,5.1,1,6
2241344323,6.9,5,8
2241344326,10.2,1,1
2241344332,3.0,6,7
2241344334,5.3,9,0
2241344338,7.8,7,-1
2241344344,4.2,3,0
2241344345,7.8,8,7
2241344351,3.9,8,1
2241344356,7.0,8,2
2241344359,1.5,6,7
2241344361,6.1,9,3
2241344362,8.4,2,8
2241344363,11.9,5,9
2241344369,0.8,1,7
2241344374,1.0,1,3
2241344379,7.1,9,4
2241344381,8.5,2,4
2241344385,1.5,2,-4
2241344388,7.8,5,-1
2241344389,2.0,7,5
2241344390,5.9,3,-3
2241344392,7.2,6,5
2241344394,0.5,5,0
2241344400,1.4,3,2
2241344404,2.3,5,1
2241344406,4.5,8,0
2241344410,3.0,3,3
2241344414,10.9,1,6
2241344419,0.1,7,-4
2241344422,0.9,2,0
2241344427,2.4,1,4
2241344433,1.3,5,9
2241344434,10.0,4,4
2241344439,9.2,9,4
2241344442,3.9,8,-5
2241344448,0.7,8,1
2241344451,2.0,5,2
2241344452,0.5,2,9
2241344457,3.2,8,-2
2241344460,2.1,6,7
2241344464,2.8,3,3
2241344470,0.7,6,1
2241344471,5.1,3,7
2241344477,7.2,7,5
2241344480,8.1,7,2
2241344485,9.8,9,4
2241344489,5.8,6,0
